Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","Evaluation indefinite quantity contract (Evaluation IQC)|Project title: Accelerating growth investment and liberalization|with equity (AGILE)","Final Evaluation Report","Documents","AEP-I-00-00-00023-00","","4/1/2004 12:00:00 AM","","Economic growth|Development project evaluation|Technical assistance|Policy reform|Economic reform|Regulatory reform","Philippines","http://pdf.usaid.gov/pdf_docs/PDABZ836.pdf","1,139 KB","000436 - Development Associates, Inc.","","008592 - USAID. Mission to Philippines","English","application/pdf","","","O'Farrell, Paul|Miller, Thomas|Habito, Cielito F.","Economic growth and development","Apr 2004","","","","Evaluation of economic growth technical assistance [: Philippines]","","PD-ABZ-836","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc2NjU4","Philippines",""
"","","Special Evaluation","Documents","LAG-I-00-99-00018-00","","1/1/2004 12:00:00 AM","","Environmental management|Environmental technologies|Waste treatment|Wastewater","Central America","http://pdf.usaid.gov/pdf_docs/PDABZ895.pdf","74 KB","001600 - Associates in Rural Development, Inc. (ARD)","","009384 - USAID. Mission to Guatemala. Central American Programs","English","application/pdf","","","","Environmental management","[2004]","","","","Assessment of results achieved under SIGMA's [sistemas de gestion para el medio ambiente = environmental management systems] implementation of IR 6.4 : increased use of less contaminating technologies","","PD-ABZ-895","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc2ODMx","Central America Regional",""
"","Evaluation indefinite quantity contract (Evaluation IQC)|Task order no. 843","Special Evaluation","Documents","AEP-I-00-00-00023-00","","1/1/2004 12:00:00 AM","","Energy conservation|Air pollution|Environmental management|Environmental protection|Environmental technologies|Clean energy","Philippines","http://pdf.usaid.gov/pdf_docs/PDABZ897.pdf","449 KB","000436 - Development Associates, Inc.|004304 - Nathan Associates, Inc.","","008592 - USAID. Mission to Philippines","English","application/pdf","","","Gaffen, Michael|Adiv, Roni|et al.","Environmental management","30 Jan 2004","","","","The energy and clean air program evaluation","","PD-ABZ-897","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc2ODM5","Philippines",""
"","Task orders nos. 846 & 847|IR1.3.5|Evaluation indefinite quantity contract (Evaluation IQC)","Special Evaluation","Documents","PCE-I-806-97-00015-00","","5/1/2004 12:00:00 AM","","Small scale enterprises|Medium scale enterprises|Business support services|Agribusiness|Agricultural product marketing|Small farms|Private voluntary organizations|Milk processing|Sheep|Poultry|Agricultural enterprises|Emergency relief|Agricultural inputs","Kosovo","http://pdf.usaid.gov/pdf_docs/PDABZ935.pdf","1,806 KB","000436 - Development Associates, Inc.|004304 - Nathan Associates, Inc.|011285 - Internationale Projekt Consult (IPC)","","010393 - USAID. Mission to Kosovo","English","application/pdf","Interim evaluation","","Mickelwait, Donald|Babb, E. N. (Tony)|et al.","Agricultural enterprises and cooperatives","May 2004","","","","Evaluation of the USAID/Kosovo SME [small and medium enterprises] and agriculture/agribusiness programs","","PD-ABZ-935","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3MDA1","Kosovo (Serbia)",""
"","Evaluation indefinite quantity contract (Evaluation IQC)|Task order no. 27","Final Evaluation Report","Documents","AEP-I-00-00-00023-00","","5/1/2004 12:00:00 AM","","Peace|Conflict resolution|Consensus building","Cyprus","http://pdf.usaid.gov/pdf_docs/PDABZ998.pdf","666 KB","000436 - Development Associates, Inc.","","008534 - USAID. Mission to Cyprus","English","application/pdf","Final evaluation","","Blue, Richard|Molldrem, Vivikka|et al.","Conflict resolution","25 May 2004","","","","Final report : Cyprus bi-communal development program evaluation","","PD-ABZ-998","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3MjIw","Cyprus",""
"","","Special Evaluation","Documents","EDG-I-00-02-00026-00","","3/1/2004 12:00:00 AM","","Political systems in transition|Governance|Community participation|Municipal level|Decentralization|Incentives|Pilot projects|Impact assessment|Sector policy","Albania|Poland|Romania|Ukraine","http://pdf.usaid.gov/pdf_docs/PNACY059.pdf","739 KB","003970 - Management Systems International, Inc. (MSI)","","010864 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Democracy and Governance","English","application/pdf","","","Schwenke, Stephen|Fremming, James|et al.","Governance","Mar 2004","","","","Assessment of local governance programs in Albania, Poland, Romania, and Ukraine : final report","","PN-ACY-059","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3MjMw","NIS Regional",""
"","MOBIS (management, organizational, and business improvement|services) contract no. GS-10F-0185K|Results reporting support activity","Special Evaluation","Documents","263-M-00-03-00006-00","","2/1/2004 12:00:00 AM","","Commodity import programs|Impact assessment|Economic policy|Policy dialogue|Policy reform|Business enterprises|Export promotion|Subsidies|Incentives","Egypt","http://pdf.usaid.gov/pdf_docs/PDACA018.pdf","1,104 KB","000436 - Development Associates, Inc.","","008539 - USAID. Mission to Egypt","English","application/pdf","Interim evaluation","","Maushammer, Robert|O'Farrell, Paul|Garas, Nadra","International trade","15 Feb 2004","","","","Final [report] : impact analysis study -- USAID/Egypt commodity import program","","PD-ACA-018","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3MzE5","Egypt",""
"","Project title: Synergy project (SynergyAIDS)","Special Evaluation","Documents","HRN-C-00-99-00005-00","","4/1/2004 12:00:00 AM","","Disease prevention and control|Tuberculosis|Disease treatment|Health professional education|Development cooperation|Performance indicators|Technical assistance|Coordinating","Indonesia|Africa south of Sahara|Brazil","http://pdf.usaid.gov/pdf_docs/PDACA145.pdf","433 KB","011323 - Social & Scientific Systems Inc. (SSS) TvT Global Health and Development Strategies","","011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition|010929 - USAID. Bur. for Global Health. Ofc. of HIV/AIDS","English","application/pdf","Interim evaluation","","Heldal, Einar|Pielemeier, John|Wilson, Ronald","Tuberculosis","Apr 2004","","","","Tuberculosis Coalition for Technical Assistance [TBCTA] : mid-term evaluation","","PD-ACA-145","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3NDcx","Ctr for Population, Health & Nutrition","936309004"
"","MOBIS (management, organizational, and business improvement|services) contract : GS-10F-0112J","Special Evaluation","Documents","690-M-00-02-00001-00","","4/1/2004 12:00:00 AM","","Public education|Educational administration|Management information systems|Human capacity development|Evaluation|Data collection|Research utilization","Zambia","http://pdf.usaid.gov/pdf_docs/PNACY199.pdf","674 KB","000251 - American Institutes for Research (AIR)","","010519 - Zambia. Ministry of Education|001940 - USAID. Bur. for Africa. Regional Center for Southern Africa (RCSA)|008627 - USAID. Mission to Zambia","English","application/pdf","","","Makwati, Glory J. T.|Malyenkuku, Mpongo R.|Wako, Tegegn Nuresu","Information management, systems and equipment","10 Apr 2004","","","","Zambian Ministry of Education : education management information systems (EMIS) and related activities -- external program review report","","PN-ACY-199","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3NTc2","Zambia",""
"","Evaluation support services indefinite quantity contract|(Evaluation IQC)|Task order no. 823","Special Evaluation","Documents","112-A-00-99-00009-00|AEP-I-00-00-00024-00","","6/1/2004 12:00:00 AM","","Business enterprises|Development project evaluation|Small scale enterprises|Medium scale enterprises|Business support services|Management training","Azerbaijan","http://pdf.usaid.gov/pdf_docs/PDACA194.pdf","1,707 KB","003970 - Management Systems International, Inc. (MSI)|002508 - MetaMetrics, Inc.","","008870 - USAID. Regional Mission for Central Asia","English","application/pdf","Interim evaluation","","Surla, Leo T., Jr.|Daly, Jorge L.","Business enterprises","Jun 2004","","","","Evaluation of the USAID/Caucas-Azerbaijan enterprise development program : final report","","PD-ACA-194","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3Njky","Azerbaijan",""
"","Project title: Population technical assistance (POPTECH)|Executive summary: PD-ACA-196","Special Evaluation","Documents","HRN-C-00-00-00007-00","","4/1/2004 12:00:00 AM","","HIV/AIDS|Maternal child health care|Disease prevention and control|Prevention of mother-to-child transmission of HIV (PMTCT)","Ukraine","http://pdf.usaid.gov/pdf_docs/PDACA195.pdf","452 KB","007877 - LTG Associates, Inc.|011880 - Social and Scientific Systems, Inc. (SSS)","","011039 - USAID. Regional Mission to Ukraine, Belarus, Moldova|011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health","English","application/pdf","Prevention of mother-to-child transmission of HIV (PMTCT)","","Justice, Judith|Drew, Roger|Lee, Stephen","HIV / AIDS","Apr 2004","","","","Review of the national program to prevent mother-to-child transmission [PMTCT] of HIV/AIDS in Ukraine","","PD-ACA-195","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc3NzA3","Ukraine","9363024"
"","","Special Evaluation","Documents","DFD-G-00-03-00006-00","","3/1/2004 12:00:00 AM","","Seeds|Drought|Drought damage|Emergency relief|Disaster recovery|Disaster relief|Disaster response|Agricultural production","Ethiopia","http://pdf.usaid.gov/pdf_docs/PDACA228.pdf","1,573 KB","010756 - Comitato Internazionale per lo Sviluppo dei Popoli (CISP)|010091 - Relief Society of Tigray (REST)","","010865 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Foreign Disaster Assistance (OFDA)","English","application/pdf","","","Alemu, Tekie|Yoseph, Getachew","Disaster relief and response","Mar 2004","","","","Provision of seeds to drought affected people in Eastern and Central Tigray[, Ethiopia] : an evaluation","","PD-ACA-228","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc4MjQy","Ethiopia",""
"","Task order 800","Special Evaluation","Documents","AEP-I-00-00-00010-00","","5/1/2004 12:00:00 AM","","Governance|Public awareness|Political corruption|Government reform|Surveys","Nigeria","http://pdf.usaid.gov/pdf_docs/PDACA361.pdf","49 KB","007427 - University of Ilorin|006994 - Casals and Associates","","010864 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Democracy and Governance","English","application/pdf","","","Jimoh, Ayodele","Government reform","May 2004","","","","Nigeria governance and corruption survey and corruption awareness programme : an evaluation","","PD-ACA-361","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc4OTI1","Nigeria",""
"","Management & leadership [development] program|Earlier evaluation: PD-ABZ-930","Special Evaluation","Documents","HRN-A-00-00-00014-00","","6/1/2004 12:00:00 AM","","Leadership training|Health care administration|Development project evaluation|Pilot projects|Government reform","Egypt","http://pdf.usaid.gov/pdf_docs/PDACA370.pdf","346 KB","000750 - Management Sciences for Health (MSH)","","009516 - Egypt. Ministry of Health and Population|011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health|008539 - USAID. Mission to Egypt","English","application/pdf","","","Topcuoglu, Ersin|Nawar, Laila","Health care administration","Jun 2004","","","","Follow-up evaluation of the leadership development program for the Ministry of Health and Population, Egypt","","PD-ACA-370","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc4OTgx","Egypt",""
"","Management & leadership [development] program|Earlier evaluation: PD-ABZ-928","Special Evaluation","Documents","HRN-A-00-00-00014-00|675-A-03-00037-00","","4/1/2004 12:00:00 AM","","Leadership training|Health care administration|Development project evaluation|Pilot projects|Government reform","Guinea","http://pdf.usaid.gov/pdf_docs/PDACA371.pdf","208 KB","000750 - Management Sciences for Health (MSH)","","010679 - Guinea. Ministry of Public Health|011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health|008551 - USAID. Mission to Guinea","English","application/pdf","","","Sherk, Karen","Health care administration","16 Apr 2004","","","","Leadership capacity strengthening program (LCSP) for the Ministry of Health[,] Guinea : follow-up inquiry Conakry and Kankan, March 10-21, 2004","","PD-ACA-371","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc4OTgy","Guinea",""
"","Management & leadership [development] program|Spanish version: PD-ACA-802","Special Evaluation","Documents","HRN-A-00-00-00014-00","","6/1/2004 12:00:00 AM","","Leadership training|Health care administration|Government reform|Pilot projects","Nicaragua","http://pdf.usaid.gov/pdf_docs/PDACA372.pdf","498 KB","000750 - Management Sciences for Health (MSH)","","009499 - Nicaragua. Ministry of Health|011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health|008584 - USAID. Mission to Nicaragua","English","application/pdf","Interim evaluation","","LeMay, Nancy Vollmer|Herrera, Nubia|et al.","Health care administration","Jun 2004","","","","Evaluation of the leadership development program for the Ministry of Health, Nicaragua (2001-2003)","","PD-ACA-372","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc4OTgz","Nicaragua",""
"","Includes cover letter|French ed.: PD-ACA-391|Evaluation performed under: Accelerated microenterprise advancement|project (AMAP)","Special Evaluation","Documents","685-C-00-00-00002-00|GEG-1-00-02-00012-00|GEG-I-00-02-00012-00","","6/1/2004 12:00:00 AM","","Development project evaluation|Microenterprises|Small scale enterprises|Entrepreneurs|Management training|Business enterprises|Business support services|Private sector|Medium scale enterprises|Microfinance","Senegal","http://pdf.usaid.gov/pdf_docs/PDACA390.pdf","1,859 KB","011451 - IBM Business Consulting Services","","008600 - USAID. Mission to Senegal","English","application/pdf","Interim evaluation","","","Small scale enterprises","Jun 2004","","","","Evaluation of DynaEnterprises activities in Senegal","","PD-ACA-390","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc5MDEz","Senegal",""
"","Annexes in English|English ed.: PD-ACA-390|Evaluation performed under: Accelerated microenterprise advancement|project (AMAP)","Special Evaluation","Documents","685-C-00-00-00002-00|GEG-1-00-02-00012-00|GEG-I-00-02-00012-00","","6/1/2004 12:00:00 AM","","Development project evaluation|Microenterprises|Small scale enterprises|Entrepreneurs|Management training|Business enterprises|Business support services|Private sector|Medium scale enterprises|Microfinance","Senegal","http://pdf.usaid.gov/pdf_docs/PDACA391.pdf","1,873 KB","011451 - IBM Business Consulting Services","","008600 - USAID. Mission to Senegal","French","application/pdf","Interim evaluation","","","Small scale enterprises","Jun 2004","","","","Evaluation des activites de DynaEnterprises au Senegal","Evaluation of DynaEnterprises activities in Senegal","PD-ACA-391","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc5MDE1","Senegal",""
"","Spanish ed.: PD-ACA-460|Task order no. 2","Special Evaluation","Documents","GHS-I-800-03-00031-00","","5/1/2004 12:00:00 AM","","Health policy|Health care planning|Health delivery|Strategic planning|Decentralization|Development project evaluation|Public health care","Dominican Republic","http://pdf.usaid.gov/pdf_docs/PDACA459.pdf","203 KB","011550 - Deloitte Touche Tohmatsu Emerging Markets, Ltd.","","008537 - USAID. Mission to Dominican Republic|011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition","English","application/pdf","","","","Health delivery","28 May 2004","","","","Evaluation of REDSALUD and USAID/DR strategic support to reform of the Dominican health sector","","PD-ACA-459","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc5Mzc5","Dominican Republic",""
"","English ed.: PD-ACA-459|Task order 2","Special Evaluation","Documents","GHS-I-800-03-00031-00","","5/1/2004 12:00:00 AM","","Health policy|Health care planning|Health delivery|Strategic planning|Decentralization|Development project evaluation|Public health care","Dominican Republic","http://pdf.usaid.gov/pdf_docs/PDACA460.pdf","212 KB","011550 - Deloitte Touche Tohmatsu Emerging Markets, Ltd.","","008537 - USAID. Mission to Dominican Republic|011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition","Spanish","application/pdf","","","","Health delivery","28 May 2004","","","","Evaluacion de la estrategia de apoyo a la reforma del sector salud de USAID/RD y de la correspondencia de las acciones de REDSALUD","Evaluation of REDSALUD and USAID/DR strategic support to reform of the Dominican health sector","PD-ACA-460","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjc5Mzgx","Dominican Republic",""
